gene_name,TCGA-LIHC(Asian)(158)
OR4K1,0.012658228
FHL5,0.012658228
FAM160B1,0.012658228
KLHL32,0.012658228
DCLRE1A,0.012658228
MAP3K3,0.012658228
CHAMP1,0.012658228
FBXL4,0.012658228
GAS6,0.012658228
PNISR,0.012658228
USP45,0.012658228
ATP2A1,0.012658228
GRIK2,0.012658228
FTSJ3,0.012658228
HACE1,0.012658228
SMC3,0.012658228
ADPRHL1,0.012658228
LAT,0.012658228
DENND5B,0.012658228
CUL4A,0.012658228
C6orf58,0.012658228
THEMIS,0.012658228
CYP17A1,0.012658228
LAMA2,0.012658228
ZIC2,0.012658228
LOXL4,0.012658228
R3HCC1L,0.012658228
ESR1,0.012658228
TM9SF2,0.012658228
GOLGA7B,0.012658228
UBAC2,0.012658228
SFRP5,0.012658228
FARP1,0.012658228
FAM20A,0.012658228
IPO5,0.012658228
NOX3,0.012658228
OXGR1,0.012658228
DKKL1,0.012658228
SYNJ2,0.012658228
TULP4,0.012658228
ABCA6,0.012658228
ARHGAP19,0.012658228
SOD2,0.012658228
WTAP,0.012658228
ACAT2,0.012658228
TBC1D10B,0.012658228
PRICKLE1,0.012658228
TLL2,0.012658228
OPALIN,0.012658228
SLITRK1,0.012658228
C6orf118,0.012658228
PDE10A,0.012658228
RUVBL2,0.012658228
ADM5,0.012658228
PCCA,0.012658228
FUZ,0.012658228
POLD1,0.012658228
SFXN2,0.012658228
ARL3,0.012658228
TMEM200A,0.012658228
CEP95,0.012658228
C19orf48,0.012658228
ERCC5,0.012658228
FBXL15,0.012658228
SYT3,0.012658228
NOLC1,0.012658228
AHI1,0.012658228
MAP7,0.012658228
EMC10,0.012658228
MGEA5,0.012658228
NHSL1,0.012658228
GGACT,0.012658228
SEZ6L2,0.012658228
SYT10,0.012658228
NMBR,0.012658228
HIVEP2,0.012658228
POLL,0.012658228
PHACTR2,0.012658228
METTL21C,0.012658228
SIGLEC11,0.012658228
FGF14,0.012658228
ALG10B,0.012658228
IL4I1,0.012658228
NALCN,0.012658228
UST,0.012658228
ZNF813,0.012658228
HTR1E,0.012658228
PELP1,0.012658228
YIPF3,0.012658228
MPO,0.012658228
AP1G2,0.012658228
DNAAF3,0.012658228
KIF6,0.012658228
NUP88,0.012658228
RNF43,0.012658228
STK32C,0.012658228
PABPN1,0.012658228
ZNF594,0.012658228
KIR3DL2,0.012658228
NCR2,0.012658228
TFEB,0.012658228
ACIN1,0.012658228
JAKMIP3,0.012658228
MTMR4,0.012658228
PSMB5,0.012658228
C14orf93,0.012658228
UBR2,0.012658228
PRPH2,0.012658228
FAM196A,0.012658228
ABHD4,0.012658228
KLHDC3,0.012658228
PLEKHA5,0.012658228
LENG8,0.012658228
TTYH1,0.012658228
LAIR1,0.012658228
FANK1,0.012658228
SMG1,0.012658228
ABCC10,0.012658228
PPP6R1,0.012658228
OR4D2,0.012658228
PI16,0.012658228
ZBTB9,0.012658228
TRIM25,0.012658228
ZNF835,0.012658228
PPP1R2P1,0.012658228
BRD2,0.012658228
ZFP28,0.012658228
ZNF471,0.012658228
EMP2,0.012658228
RIC8A,0.012658228
VPS52,0.012658228
SRSF1,0.012658228
LYPLA2P1,0.012658228
KIFC1,0.012658228
CIITA,0.012658228
FRG2B,0.012658228
SSC5D,0.012658228
ZNF787,0.012658228
NOP9,0.012658228
LEMD2,0.012658228
NLRP13,0.012658228
TSSK4,0.012658228
SYCE1,0.012658228
NLRP4,0.012658228
U2AF2,0.012658228
ZNF581,0.012658228
ANKS1A,0.012658228
TCP11,0.012658228
SNN,0.012658228
SCUBE3,0.012658228
DLK2,0.012658228
CTBP2,0.012658228
RWDD2A,0.012658228
GTPBP2,0.012658228
COG7,0.012658228
ERN2,0.012658228
WDR11,0.012658228
PRKCB,0.012658228
SLC25A51P1,0.012658228
LMBRD1,0.012658228
RBBP6,0.012658228
SLC5A11,0.012658228
OR10G2,0.012658228
MCMBP,0.012658228
SALL2,0.012658228
FAM45A,0.012658228
FAM135A,0.012658228
B3GAT2,0.012658228
SUPT16H,0.012658228
RPGRIP1,0.012658228
EEF1A1,0.012658228
CD109,0.012658228
EIF3A,0.012658228
KRAS,0.012658228
TMEM30A,0.012658228
BRIP1,0.012658228
SENP6,0.012658228
IMPG1,0.012658228
C16orf82,0.012658228
TTK,0.012658228
BCKDHB,0.012658228
VAX1,0.012658228
TM7SF3,0.012658228
TBX2,0.012658228
PDZD9,0.012658228
GFRAL,0.012658228
CUZD1,0.012658228
ITPRIPL2,0.012658228
C6orf223,0.012658228
TMC5,0.012658228
TMEM63B,0.012658228
GDPD1,0.012658228
PKD1L2,0.012658228
CHST15,0.012658228
SLC35B2,0.012658228
GDE1,0.012658228
AARS2,0.012658228
TMC4,0.012658228
CA4,0.012658228
ANKRD66,0.012658228
TNFRSF21,0.012658228
ACSM2A,0.012658228
C16orf62,0.012658228
OSCAR,0.012658228
C6orf141,0.012658228
UMOD,0.012658228
RHAG,0.012658228
BCAT1,0.012658228
CRISP1,0.012658228
CASC1,0.012658228
MYADM,0.012658228
TACC2,0.012658228
PDILT,0.012658228
MCM3,0.012658228
PAQR8,0.012658228
GYS1,0.012658228
CCR6,0.012658228
BAX,0.012658228
NPTX2,0.012658228
VWA8,0.012658228
NAA16,0.012658228
KBTBD6,0.012658228
CDK1,0.012658228
GNAT3,0.012658228
SEMA3C,0.012658228
TMBIM6,0.012658228
PHKB,0.012658228
ABCC12,0.012658228
SEMA3A,0.012658228
ABCB4,0.012658228
ZWINT,0.012658228
LTBP4,0.012658228
CSTF2T,0.012658228
ALG5,0.012658228
ANKIB1,0.012658228
PRX,0.012658228
A1CF,0.012658228
FAM21A,0.012658228
RFXAP,0.012658228
SERTM1,0.012658228
PON3,0.012658228
ZNF780A,0.012658228
DYNC1I1,0.012658228
SLC25A13,0.012658228
SHFM1,0.012658228
PARG,0.012658228
OGDHL,0.012658228
SREBF1,0.012658228
CYP2B6,0.012658228
TMEM26,0.012658228
UPK3B,0.012658228
ATP1A3,0.012658228
SEPHS1P1,0.012658228
ZNF273,0.012658228
CEACAM1,0.012658228
TMC8,0.012658228
SPERT,0.012658228
LIPE,0.012658228
ZNF92,0.012658228
TMEM235,0.012658228
CIC,0.012658228
TYW1,0.012658228
CCNT1,0.012658228
POU2F2,0.012658228
TPT1,0.012658228
GTF2IRD2P1,0.012658228
SRRM3,0.012658228
RUFY2,0.012658228
LYPD4,0.012658228
PRKAG1,0.012658228
CYTH1,0.012658228
HERC4,0.012658228
CEACAM4,0.012658228
EIF4H,0.012658228
RFC2,0.012658228
CLIP2,0.012658228
GTF2IRD2B,0.012658228
SMYD4,0.012658228
DNAJC22,0.012658228
UBE2MP1,0.012658228
CCDC169,0.012658228
TRRAP,0.012658228
ZNF107,0.012658228
DLL3,0.012658228
PAN3,0.012658228
PCYT2,0.012658228
ZNF22,0.012658228
EIF3IP1,0.012658228
TFCP2,0.012658228
NOTUM,0.012658228
ZNF485,0.012658228
GALNT6,0.012658228
PDX1,0.012658228
MET,0.012658228
CAPZA2,0.012658228
ZNF239,0.012658228
CTTNBP2,0.012658228
GPS1,0.012658228
KCND2,0.012658228
ING3,0.012658228
COX7A1,0.012658228
GPR12,0.012658228
WASF3,0.012658228
IQUB,0.012658228
NDUFA5,0.012658228
AMER2,0.012658228
ZNF800,0.012658228
ACVR1B,0.012658228
ARF5,0.012658228
PAX4,0.012658228
KRT80,0.012658228
ZNF33A,0.012658228
KRT7,0.012658228
PPP1R27,0.012658228
CBLL1,0.012658228
SLC26A4,0.012658228
GGN,0.012658228
SLC18A3,0.012658228
SUPT5H,0.012658228
RACGAP1,0.012658228
C10orf71,0.012658228
MCM7,0.012658228
PAK4,0.012658228
ENDOV,0.012658228
SIRT2,0.012658228
VSTM4,0.012658228
MOSPD3,0.012658228
TFR2,0.012658228
KL,0.012658228
EPHB4,0.012658228
SRRT,0.012658228
PRKAR2B,0.012658228
ACHE,0.012658228
SIPA1L3,0.012658228
GDF10,0.012658228
ZNF607,0.012658228
ENTHD2,0.012658228
ZNF793,0.012658228
NPLOC4,0.012658228
FAM185A,0.012658228
LARP4,0.012658228
NOD2,0.012658228
PDE6G,0.012658228
CCDC137,0.012658228
ZNF568,0.012658228
CEACAM8,0.012658228
COL13A1,0.012658228
FRMD1,0.012658228
DYDC1,0.012658228
KIF11,0.012658228
KDELR2,0.012658228
GLTSCR1,0.012658228
PMS2CL,0.012658228
RSPH10B2,0.012658228
NAPA,0.012658228
TNKS2,0.012658228
IFIT5,0.012658228
SLC8A2,0.012658228
IFIT3,0.012658228
DHX34,0.012658228
NXPH1,0.012658228
GRIN2C,0.012658228
THSD7A,0.012658228
HID1,0.012658228
SLC38A2,0.012658228
LDB3,0.012658228
OPN4,0.012658228
RPAP3,0.012658228
MEOX2,0.012658228
ZC3H4,0.012658228
LRIT1,0.012658228
PRPS1L1,0.012658228
DIAPH3,0.012658228
RAPGEF3,0.012658228
CDHR1,0.012658228
TMEM196,0.012658228
MACC1,0.012658228
NRG3,0.012658228
FAM220A,0.012658228
SLC38A1,0.012658228
RSPH10B,0.012658228
GNA12,0.012658228
THBS2,0.012658228
WDR27,0.012658228
RNF219,0.012658228
ZNF768,0.012658228
CA11,0.012658228
EDNRB,0.012658228
GPR146,0.012658228
MICALL2,0.012658228
FAM104A,0.012658228
INTS1,0.012658228
ELFN1,0.012658228
SCEL,0.012658228
AMZ1,0.012658228
FBRS,0.012658228
FSCN1,0.012658228
NELL2,0.012658228
AP5Z1,0.012658228
RADIL,0.012658228
MMD2,0.012658228
NOC3L,0.012658228
PHKG2,0.012658228
LIG1,0.012658228
PLA2G4C,0.012658228
CTAGE11P,0.012658228
PIBF1,0.012658228
PLCE1,0.012658228
FFAR4,0.012658228
DBX2,0.012658228
FAM213A,0.012658228
KLHL7,0.012658228
PSG1,0.012658228
IGF2BP3,0.012658228
URGCP,0.012658228
UBE2D4,0.012658228
ZNF285,0.012658228
SPHK1,0.012658228
ZNF112,0.012658228
AANAT,0.012658228
NUDCD3,0.012658228
NUDT13,0.012658228
ZNF234,0.012658228
ZNF222,0.012658228
MYO1G,0.012658228
CCM2,0.012658228
KCNN4,0.012658228
SMG9,0.012658228
PKD1L1,0.012658228
RAP1GAP2,0.012658228
CTD-2014E2.5,0.012658228
SGPL1,0.012658228
MFSD11,0.012658228
COBL,0.012658228
PALD1,0.012658228
FNDC3A,0.012658228
SEC14L1,0.012658228
ZNF576,0.012658228
CCT6A,0.012658228
ETHE1,0.012658228
TYSND1,0.012658228
CLUH,0.012658228
PSG6,0.012658228
TGFB1I1,0.012658228
C7orf25,0.012658228
CEACAM16,0.012658228
NEUROD6,0.012658228
STK31,0.012658228
PNMAL1,0.012658228
ZNF668,0.012658228
KIAA0195,0.012658228
HIF3A,0.012658228
HOXA3,0.012658228
SFTPA1,0.012658228
TRIL,0.012658228
UNC13D,0.012658228
GPR4,0.012658228
ERCC1,0.012658228
ZNF646,0.012658228
AQP1,0.012658228
PPP1R17,0.012658228
BCL3,0.012658228
CKAP2,0.012658228
KAT6B,0.012658228
RP9,0.012658228
VCL,0.012658228
TRAPPC6A,0.012658228
DPY19L2P1,0.012658228
MARK4,0.012658228
OR1A1,0.012658228
NME8,0.012658228
CLASRP,0.012658228
AMPH,0.012658228
VPS41,0.012658228
OR1A2,0.012658228
CLMP,0.012658228
RSL24D1,0.012658228
IGSF11,0.012658228
SYTL4,0.012658228
ARMCX6,0.012658228
TET3,0.012658228
TTC31,0.012658228
LBX2,0.012658228
TMEM35,0.012658228
M1AP,0.012658228
XKRX,0.012658228
REG1A,0.012658228
LRRTM1,0.012658228
GPRASP1,0.012658228
PCDH19,0.012658228
RETSAT,0.012658228
FAM133A,0.012658228
NAP1L3,0.012658228
CD8B,0.012658228
ANAPC1P1,0.012658228
TGIF2LX,0.012658228
CPXCR1,0.012658228
ARMCX2,0.012658228
MPHOSPH10,0.012658228
STON1,0.012658228
VPS54,0.012658228
EFEMP1,0.012658228
RBM41,0.012658228
RNF128,0.012658228
CCT4,0.012658228
MUM1L1,0.012658228
TMEM17,0.012658228
EHBP1,0.012658228
UGP2,0.012658228
PLP1,0.012658228
AC007040.11,0.012658228
MEIS1,0.012658228
MORF4L2,0.012658228
PROKR1,0.012658228
ANTXR1,0.012658228
GMCL1,0.012658228
MXD1,0.012658228
PCBP1,0.012658228
ADD2,0.012658228
DACH2,0.012658228
POU3F4,0.012658228
IGKV5-2,0.012658228
APEX2,0.012658228
FBLN7,0.012658228
ARHGEF9,0.012658228
SLC20A1,0.012658228
DDX18,0.012658228
CCDC93,0.012658228
INSIG2,0.012658228
MARCO,0.012658228
GLI2,0.012658228
CYP27C1,0.012658228
FAM46D,0.012658228
ERCC3,0.012658228
MAP3K2,0.012658228
TRO,0.012658228
MYO7B,0.012658228
CCDC74B,0.012658228
GPR173,0.012658228
FAM168B,0.012658228
MZT2A,0.012658228
CCDC138,0.012658228
FAM155B,0.012658228
TGFBRAP1,0.012658228
MFSD9,0.012658228
ITM2A,0.012658228
LPAR4,0.012658228
CHIC1,0.012658228
PROM2,0.012658228
HDAC8,0.012658228
FAM178B,0.012658228
ZMYM3,0.012658228
ZAP70,0.012658228
TMEM131,0.012658228
NMS,0.012658228
PDZD11,0.012658228
CNOT11,0.012658228
MAP4K4,0.012658228
IL1R1,0.012658228
IL18RAP,0.012658228
SLC9A4,0.012658228
SLC9A2,0.012658228
CCDC88A,0.012658228
IRS4,0.012658228
GPR101,0.012658228
IAH1,0.012658228
OR2T4,0.012658228
OR2T6,0.012658228
OR2T3,0.012658228
SH3YL1,0.012658228
RPS7,0.012658228
KIDINS220,0.012658228
MBOAT2,0.012658228
IGSF1,0.012658228
ENOX2,0.012658228
OR2M1P,0.012658228
KCNF1,0.012658228
RAB33A,0.012658228
C2orf50,0.012658228
ELF4,0.012658228
NTSR2,0.012658228
LPIN1,0.012658228
FAM84A,0.012658228
MYCN,0.012658228
OR14C36,0.012658228
OR2L2,0.012658228
PAK3,0.012658228
PLD5,0.012658228
TARBP1,0.012658228
FHL1,0.012658228
ACTN2,0.012658228
MTR,0.012658228
ZP4,0.012658228
RGS7,0.012658228
CHML,0.012658228
WDR64,0.012658228
C1orf101,0.012658228
OR2L8,0.012658228
SCCPDH,0.012658228
ZNF670,0.012658228
NLRP3,0.012658228
OR2B11,0.012658228
OR2W5,0.012658228
OR1C1,0.012658228
OR14A16,0.012658228
OR11L1,0.012658228
GEN1,0.012658228
MSGN1,0.012658228
NT5C1B,0.012658228
QPCT,0.012658228
CAPN13,0.012658228
SRD5A2,0.012658228
RASGRP3,0.012658228
FAM98A,0.012658228
CRIM1,0.012658228
VIT,0.012658228
EIF2AK2,0.012658228
CEBPZ,0.012658228
HNRNPLL,0.012658228
WDR35,0.012658228
SRSF7,0.012658228
RBMXL3,0.012658228
IL13RA2,0.012658228
HTR2C,0.012658228
ZFP36L2,0.012658228
ABCG5,0.012658228
PREPL,0.012658228
CAPN6,0.012658228
ALK,0.012658228
LONRF3,0.012658228
C2orf71,0.012658228
PPP1CB,0.012658228
DCAF12L2,0.012658228
STAG2,0.012658228
KLHL29,0.012658228
GRIA3,0.012658228
GLUD2,0.012658228
CENPO,0.012658228
DNAJC27,0.012658228
DTNB,0.012658228
ASXL2,0.012658228
KCNK3,0.012658228
TMEM214,0.012658228
ZBTB33,0.012658228
EMILIN1,0.012658228
PREB,0.012658228
SLC30A3,0.012658228
PPM1G,0.012658228
CXorf56,0.012658228
TUBA3D,0.012658228
MAGED1,0.012658228
NCKAP5,0.012658228
PRRT3,0.012658228
AMELX,0.012658228
SETMAR,0.012658228
SSUH2,0.012658228
CLCN4,0.012658228
SRGAP3,0.012658228
SETD5,0.012658228
LHFPL4,0.012658228
KAL1,0.012658228
SLC6A11,0.012658228
MSL3,0.012658228
TIMP4,0.012658228
CAND2,0.012658228
FBLN2,0.012658228
BTD,0.012658228
SATB1,0.012658228
NKIRAS1,0.012658228
NR1D2,0.012658228
TOP2B,0.012658228
CNTN4,0.012658228
TLR7,0.012658228
MAP3K19,0.012658228
ESPNL,0.012658228
SP140,0.012658228
C2orf72,0.012658228
RAI2,0.012658228
NEU2,0.012658228
SAG,0.012658228
ZRSR2,0.012658228
BMX,0.012658228
RBM44,0.012658228
ILKAP,0.012658228
D2HGDH,0.012658228
PER2,0.012658228
NDUFA10,0.012658228
CAPN10,0.012658228
KIF1A,0.012658228
AGXT,0.012658228
TCEANC,0.012658228
2-Sep,0.012658228
FARP2,0.012658228
LRRC3B,0.012658228
GPD1L,0.012658228
SBF1,0.012658228
POLDIP3,0.012658228
SULT4A1,0.012658228
NBEAL2,0.012658228
MPPED1,0.012658228
SCUBE1,0.012658228
CSPG5,0.012658228
DHX30,0.012658228
ZNF589,0.012658228
NME6,0.012658228
SERHL2,0.012658228
SUSD5,0.012658228
SLC26A6,0.012658228
IP6K2,0.012658228
SLC25A20,0.012658228
ARIH2,0.012658228
TCF20,0.012658228
NDUFAF3,0.012658228
USP19,0.012658228
CCDC71,0.012658228
PRSS45,0.012658228
LDOC1L,0.012658228
PRR5,0.012658228
TGM4,0.012658228
CLASP2,0.012658228
TRANK1,0.012658228
EPM2AIP1,0.012658228
GOLGA4,0.012658228
PLXNB2,0.012658228
PLCD1,0.012658228
MYD88,0.012658228
SELO,0.012658228
TRABD,0.012658228
XIRP1,0.012658228
IL17REL,0.012658228
ZBED4,0.012658228
FAM19A5,0.012658228
KLHL40,0.012658228
TTC38,0.012658228
PPARA,0.012658228
FBLN1,0.012658228
EIF1AX,0.012658228
NYAP2,0.012658228
FAM124B,0.012658228
HOXD4,0.012658228
METTL8,0.012658228
WDR13,0.012658228
ITGA6,0.012658228
TBC1D25,0.012658228
SP3,0.012658228
CHRNA1,0.012658228
KIAA1715,0.012658228
EVX2,0.012658228
AGPS,0.012658228
MSTN,0.012658228
CWC22,0.012658228
ITGA4,0.012658228
PDE1A,0.012658228
FSIP2,0.012658228
ZSWIM2,0.012658228
UBA1,0.012658228
ANKAR,0.012658228
ORMDL1,0.012658228
PPIG,0.012658228
FASTKD1,0.012658228
PQBP1,0.012658228
BBS5,0.012658228
RAB3GAP1,0.012658228
MCM6,0.012658228
SHROOM4,0.012658228
CCNB3,0.012658228
KYNU,0.012658228
AKAP4,0.012658228
TNFAIP6,0.012658228
GALNT13,0.012658228
CACNA1F,0.012658228
ITGB6,0.012658228
TBR1,0.012658228
SLC4A10,0.012658228
FIGN,0.012658228
SCN7A,0.012658228
B3GALT1,0.012658228
NOSTRIN,0.012658228
DHRS9,0.012658228
CHST7,0.012658228
GLS,0.012658228
SERPINE2,0.012658228
CCDC108,0.012658228
CXCR2,0.012658228
DCAF8L1,0.012658228
ARPC2,0.012658228
SLC11A1,0.012658228
USP37,0.012658228
TTLL4,0.012658228
PRKAG3,0.012658228
PCYT1B,0.012658228
SUPT20HL1,0.012658228
STAT1,0.012658228
ASIC4,0.012658228
OBSL1,0.012658228
INHA,0.012658228
STK11IP,0.012658228
PTCHD1,0.012658228
ACSL3,0.012658228
KCNE4,0.012658228
SCG2,0.012658228
TNS1,0.012658228
IGFBP2,0.012658228
NR0B1,0.012658228
LANCL1,0.012658228
CCDC150,0.012658228
CXorf36,0.012658228
HSPD1,0.012658228
RFTN2,0.012658228
SPATS2L,0.012658228
NIF3L1,0.012658228
USP9X,0.012658228
NDUFB3,0.012658228
CFLAR,0.012658228
BCOR,0.012658228
RPGR,0.012658228
NRP2,0.012658228
SRPX,0.012658228
MDH1B,0.012658228
C2orf80,0.012658228
PTH2R,0.012658228
KANSL1L,0.012658228
C1orf131,0.012658228
TTC13,0.012658228
APEH,0.012658228
FAM73A,0.012658228
IL23R,0.012658228
IL12RB2,0.012658228
SERBP1,0.012658228
NEGR1,0.012658228
LHX8,0.012658228
ACADM,0.012658228
ST6GALNAC5,0.012658228
ZZZ3,0.012658228
PRKACB,0.012658228
UBE2U,0.012658228
HACD1,0.012658228
CTBS,0.012658228
MCOLN2,0.012658228
BCL10,0.012658228
CLCA2,0.012658228
CLCA4,0.012658228
BRDT,0.012658228
KIAA1107,0.012658228
MIER1,0.012658228
ROR1,0.012658228
PTCH2,0.012658228
NRD1,0.012658228
MMACHC,0.012658228
NSUN4,0.012658228
DMBX1,0.012658228
EFCAB14,0.012658228
CYP4B1,0.012658228
CYP4A22,0.012658228
FOXE3,0.012658228
AGBL4,0.012658228
ORC1,0.012658228
ALG6,0.012658228
PRPF38A,0.012658228
SLC1A7,0.012658228
LRP8,0.012658228
C1orf177,0.012658228
PCSK9,0.012658228
MYSM1,0.012658228
L1TD1,0.012658228
KANK4,0.012658228
GFI1,0.012658228
BCAR3,0.012658228
ARHGAP29,0.012658228
VANGL1,0.012658228
KCNA3,0.012658228
OVGP1,0.012658228
ADORA3,0.012658228
LRIG2,0.012658228
MAGI3,0.012658228
PTPN22,0.012658228
HIPK1,0.012658228
SYT6,0.012658228
SLC22A15,0.012658228
SLC44A3,0.012658228
FAM46C,0.012658228
CH17-13I23.3,0.012658228
HMGCS2,0.012658228
CFAP58,0.012658228
NBPF9,0.012658228
NBPF10,0.012658228
CFAP44,0.012658228
CFAP43,0.012658228
KCNA2,0.012658228
KCNC4,0.012658228
SLC6A17,0.012658228
UBL4B,0.012658228
TMEM56,0.012658228
RWDD3,0.012658228
PTBP2,0.012658228
LPPR5,0.012658228
GPR88,0.012658228
VCAM1,0.012658228
AMY2A,0.012658228
PRMT6,0.012658228
ERICH6B,0.012658228
ERICH6,0.012658228
AKNAD1,0.012658228
WDR47,0.012658228
EDRF1,0.012658228
SORT1,0.012658228
PSMA5,0.012658228
STRIP1,0.012658228
DDIAS,0.012658228
EIF2B3,0.012658228
LINC01553,0.012658228
MCF2,0.012658228
FAM131C,0.012658228
C1orf158,0.012658228
SDHAF4,0.012658228
PRAMEF17,0.012658228
PRDM2,0.012658228
DNAJC16,0.012658228
PLEKHM2,0.012658228
RPEL1,0.012658228
RP5-981L23.2,0.012658228
EPHA2,0.012658228
CLCN6,0.012658228
ARHGEF19,0.012658228
PADI3,0.012658228
PADI4,0.012658228
RP11-468E2.1,0.012658228
KIF17,0.012658228
SH2D5,0.012658228
EIF4G3,0.012658228
NBPF3,0.012658228
TNFRSF8,0.012658228
MTHFR,0.012658228
SZT2,0.012658228
CALML6,0.012658228
C1orf159,0.012658228
B3GALT6,0.012658228
ACAP3,0.012658228
TAS1R3,0.012658228
DVL1,0.012658228
CCNL2,0.012658228
SSU72,0.012658228
CDK11B,0.012658228
MEGF6,0.012658228
C1orf167,0.012658228
SUSD6,0.012658228
SUGCT,0.012658228
TAS1R1,0.012658228
H6PD,0.012658228
SPSB1,0.012658228
PIK3CD,0.012658228
CASZ1,0.012658228
EXOSC10,0.012658228
CDC42,0.012658228
WNT4,0.012658228
EPHB2,0.012658228
ZC3H12A,0.012658228
NWD2,0.012658228
NOL4L,0.012658228
NIM1K,0.012658228
NEURL1,0.012658228
ZMYM1,0.012658228
NCDN,0.012658228
AGO3,0.012658228
ADPRHL2,0.012658228
MIR6511A1,0.012658228
KDM1A,0.012658228
HEYL,0.012658228
MYCL,0.012658228
HIVEP3,0.012658228
CCDC30,0.012658228
MCEMP1,0.012658228
MALRD1,0.012658228
LSM8,0.012658228
ERMAP,0.012658228
LCK,0.012658228
P3H1,0.012658228
P3H3,0.012658228
SDC3,0.012658228
ZNF436,0.012658228
RP11-346J10.3,0.012658228
TCEB3,0.012658228
PITHD1,0.012658228
MYOM3,0.012658228
MTFR1L,0.012658228
PIGV,0.012658228
NR0B2,0.012658228
RBSN,0.012658228
PTENP1-AS,0.012658228
RPA2,0.012658228
PRR32,0.012658228
PRR27,0.012658228
PROSER3,0.012658228
PHACTR4,0.012658228
POTEB3,0.012658228
pk,0.012658228
ITGA10,0.012658228
CEP83,0.012658228
GPR89A,0.012658228
L1CAM,0.012658228
EDEM3,0.012658228
FAM129A,0.012658228
SWT1,0.012658228
PRG4,0.012658228
DNASE1L1,0.012658228
RPL10,0.012658228
FLNA,0.012658228
CFH,0.012658228
ZNF281,0.012658228
RGS16,0.012658228
DDX59,0.012658228
CAMSAP2,0.012658228
IGFN1,0.012658228
LMOD1,0.012658228
RNPEP,0.012658228
LGR6,0.012658228
KDM5B,0.012658228
ZNF185,0.012658228
SMG7,0.012658228
RGSL1,0.012658228
CEP295,0.012658228
MROH9,0.012658228
ILDR2,0.012658228
MAEL,0.012658228
CD247,0.012658228
RCSD1,0.012658228
ADCY10,0.012658228
F5,0.012658228
C1orf112,0.012658228
PRRX1,0.012658228
FMO1,0.012658228
MPP1,0.012658228
PRRC2C,0.012658228
MYOC,0.012658228
SUCO,0.012658228
ZBTB37,0.012658228
RFWD2,0.012658228
ABL2,0.012658228
AXDND1,0.012658228
FAM163A,0.012658228
PRELP,0.012658228
ATP2B4,0.012658228
LAX1,0.012658228
SUSD4,0.012658228
AFF2,0.012658228
FMR1,0.012658228
FAM71A,0.012658228
TATDN3,0.012658228
ANGEL2,0.012658228
KCNK2,0.012658228
SPATA17,0.012658228
DISP1,0.012658228
RP11-504P24.3,0.012658228
GABRQ,0.012658228
FBXO28,0.012658228
ITPKB,0.012658228
SLITRK4,0.012658228
WNT9A,0.012658228
MAGEC1,0.012658228
GJC2,0.012658228
HIST3H2A,0.012658228
RHOU,0.012658228
KCNH1,0.012658228
DIEXF,0.012658228
IRF6,0.012658228
TRAF3IP3,0.012658228
KISS1,0.012658228
PIK3C2B,0.012658228
NFASC,0.012658228
CNTN2,0.012658228
KLHDC8A,0.012658228
CNGA2,0.012658228
CDK18,0.012658228
MFSD4,0.012658228
SLC45A3,0.012658228
SLC41A1,0.012658228
SLC26A9,0.012658228
DYRK3,0.012658228
MAPKAPK2,0.012658228
CR1L,0.012658228
CD46,0.012658228
PLXNA2,0.012658228
HSD11B1,0.012658228
UCK2,0.012658228
PBX1,0.012658228
NUF2,0.012658228
NUP210L,0.012658228
LCE5A,0.012658228
ARFGEF3,0.012658228
LCE2A,0.012658228
C1orf68,0.012658228
LCE1E,0.012658228
ADGRL4,0.012658228
SLC27A3,0.012658228
ADGRL1,0.012658228
ADGRG6,0.012658228
TRIM46,0.012658228
IL6R,0.012658228
SHE,0.012658228
ADAR,0.012658228
KCNN3,0.012658228
ADGRG2,0.012658228
ADGRF2,0.012658228
EFNA4,0.012658228
ADGRE5,0.012658228
FLG2,0.012658228
RPTN,0.012658228
TUFT1,0.012658228
PSMB4,0.012658228
CEP162,0.012658228
RP11-337C18.8,0.012658228
CEP131,0.012658228
BCL9,0.012658228
GJA5,0.012658228
CCDC186,0.012658228
CCDC185,0.012658228
RP5-998N21.4,0.012658228
CATIP,0.012658228
PLEKHO1,0.012658228
ANP32E,0.012658228
APH1A,0.012658228
ADAMTSL4,0.012658228
FAM63A,0.012658228
BNIPL,0.012658228
SEMA6C,0.012658228
PI4KB,0.012658228
ADGRE3,0.012658228
ADGRE1,0.012658228
RGS5,0.012658228
TSTD1,0.012658228
PYHIN1,0.012658228
CADM3,0.012658228
SLAMF9,0.012658228
PIGM,0.012658228
KCNJ10,0.012658228
SLAMF6,0.012658228
LY9,0.012658228
ITLN1,0.012658228
ARHGAP30,0.012658228
ADGRD2,0.012658228
PPOX,0.012658228
NDUFS2,0.012658228
NR1I3,0.012658228
HSPA6,0.012658228
FCGR2C,0.012658228
OLFML2B,0.012658228
NOS1AP,0.012658228
C1orf111,0.012658228
OR10Z1,0.012658228
CD1B,0.012658228
CD5L,0.012658228
FCRL5,0.012658228
PKLR,0.012658228
ADGRB3,0.012658228
SYT11,0.012658228
ADGRB1,0.012658228
ARHGEF2,0.012658228
PMF1,0.012658228
SMG5,0.012658228
CCT3,0.012658228
C1orf61,0.012658228
GPATCH4,0.012658228
BCAN,0.012658228
NES,0.012658228
