gene_name,TCGA-LIHC(Asian)(158)
RHOBTB3,0.006329114
HDAC4,0.006329114
KHDC3L,0.006329114
BHLHE40,0.006329114
KIF2A,0.006329114
CXCR4,0.006329114
ZNF304,0.006329114
NDUFAF2,0.006329114
LMCD1,0.006329114
COX7A2,0.006329114
FAM53A,0.006329114
EDEM1,0.006329114
DGKK,0.006329114
GPSM3,0.006329114
ASB1,0.006329114
SLBP,0.006329114
ZNF543,0.006329114
MTO1,0.006329114
BTNL2,0.006329114
DDX43,0.006329114
NLN,0.006329114
EPC2,0.006329114
B4GALT5,0.006329114
TAP1,0.006329114
PDGFB,0.006329114
GUSBP3,0.006329114
PABPC1L,0.006329114
ZNF71,0.006329114
ZNF470,0.006329114
RIF1,0.006329114
WIPF1,0.006329114
CSE1L,0.006329114
GAGE2E,0.006329114
HCRTR2,0.006329114
FAM83B,0.006329114
CACNB4,0.006329114
MLIP,0.006329114
MAPKAPK3,0.006329114
ING5,0.006329114
OCLN,0.006329114
BAG2,0.006329114
CLRN2,0.006329114
PSMB9,0.006329114
PRPS2,0.006329114
GAGE1,0.006329114
HLA-DQA1,0.006329114
PTP4A1,0.006329114
LGSN,0.006329114
HLA-DQB1,0.006329114
CCNB1,0.006329114
CENPH,0.006329114
CDK7,0.006329114
ATP5G3,0.006329114
ATF2,0.006329114
MIR518E,0.006329114
SPATA9,0.006329114
RAB23,0.006329114
RAD17,0.006329114
MBOAT7,0.006329114
TSEN34,0.006329114
HOXD12,0.006329114
ABCB11,0.006329114
ZNF579,0.006329114
SLC35A2,0.006329114
TREML1,0.006329114
SBK2,0.006329114
OFD1,0.006329114
NCR1,0.006329114
NLRP7,0.006329114
EPPIN,0.006329114
FAM193A,0.006329114
SPZ1,0.006329114
CTC-512J14.5,0.006329114
NAT14,0.006329114
ZNF628,0.006329114
ZFYVE16,0.006329114
NBPF22P,0.006329114
UNC5CL,0.006329114
MYEOV2,0.006329114
MTX3,0.006329114
TREML4,0.006329114
KIR2DL1,0.006329114
PPARD,0.006329114
RPL10A,0.006329114
BYSL,0.006329114
MED20,0.006329114
USP49,0.006329114
TOMM6,0.006329114
MEF2C,0.006329114
GPM6B,0.006329114
FRS3,0.006329114
TMEM161B,0.006329114
MDFI,0.006329114
PAPD4,0.006329114
CCNH,0.006329114
AQP12B,0.006329114
TREM1,0.006329114
C22orf39,0.006329114
FAM151B,0.006329114
TMEM151B,0.006329114
XRCC4,0.006329114
SUV420H2,0.006329114
PIM1,0.006329114
GLOD5,0.006329114
FGD2,0.006329114
MTCH1,0.006329114
SPINT3,0.006329114
C6orf89,0.006329114
C6orf222,0.006329114
PPP1R12C,0.006329114
RNPEPL1,0.006329114
SYS1,0.006329114
ACOT12,0.006329114
SSBP2,0.006329114
TMEM190,0.006329114
SRSF3,0.006329114
STK38,0.006329114
TRAPPC2,0.006329114
RNF8,0.006329114
CMTR1,0.006329114
HDAC6,0.006329114
LHFPL5,0.006329114
TNNT1,0.006329114
SH3BP2,0.006329114
SRPK1,0.006329114
RBPJL,0.006329114
GPC1,0.006329114
SYT5,0.006329114
SLC26A8,0.006329114
GLP1R,0.006329114
TMEM86B,0.006329114
XKR3,0.006329114
DHFR,0.006329114
HAPLN1,0.006329114
BRPF3,0.006329114
MDGA1,0.006329114
DEF6,0.006329114
BHMT2,0.006329114
TAF8,0.006329114
GRK4,0.006329114
CTSA,0.006329114
PSMD14,0.006329114
FAM172A,0.006329114
CLDN5,0.006329114
POLR1C,0.006329114
ZNF444,0.006329114
TJAP1,0.006329114
APOBEC3H,0.006329114
DMGDH,0.006329114
DPP4,0.006329114
RBM3,0.006329114
FAP,0.006329114
NOP14,0.006329114
SLC22A7,0.006329114
TFE3,0.006329114
METAP1D,0.006329114
PRAF2,0.006329114
WDR45,0.006329114
PDK1,0.006329114
LILRA6,0.006329114
CDCA7,0.006329114
PASK,0.006329114
SLC29A1,0.006329114
CD302,0.006329114
EGFL6,0.006329114
PHF1,0.006329114
OR6B2,0.006329114
PCIF1,0.006329114
POLK,0.006329114
AC104809.3,0.006329114
MRPL14,0.006329114
POC5,0.006329114
VEGFA,0.006329114
LILRB3,0.006329114
NEK4,0.006329114
LILRA5,0.006329114
WFDC5,0.006329114
DYNC1I2,0.006329114
CSRNP3,0.006329114
DCAF17,0.006329114
SNRPC,0.006329114
GALNT3,0.006329114
KCND1,0.006329114
MBLAC2,0.006329114
TLK1,0.006329114
SCAMP1,0.006329114
TRERF1,0.006329114
GORASP2,0.006329114
SEMG1,0.006329114
ERICH2,0.006329114
LILRP2,0.006329114
KIR3DL1,0.006329114
HAUS3,0.006329114
ZNF580,0.006329114
GLTSCR1L,0.006329114
LILRA2,0.006329114
CRHBP,0.006329114
EPN1,0.006329114
GCA,0.006329114
CYBRD1,0.006329114
ARRDC3,0.006329114
PTK7,0.006329114
KCNH7,0.006329114
KLC4,0.006329114
GRIPAP1,0.006329114
SLC38A11,0.006329114
LENG9,0.006329114
SCN3A,0.006329114
PEX6,0.006329114
CDC42EP5,0.006329114
RPS10-NUDT3,0.006329114
RFPL4A,0.006329114
NLRP9,0.006329114
DARS,0.006329114
HEMK1,0.006329114
NRM,0.006329114
REEP5,0.006329114
LMBRD2,0.006329114
ZRSR1,0.006329114
ZNF577,0.006329114
TFCP2L1,0.006329114
TNF,0.006329114
FRK,0.006329114
HS3ST5,0.006329114
ZNF649,0.006329114
NCR3,0.006329114
LST1,0.006329114
MARCKS,0.006329114
RFPL4B,0.006329114
LAMA4,0.006329114
ZNF613,0.006329114
ZNF350,0.006329114
WISP3,0.006329114
ZNF182,0.006329114
ATG7,0.006329114
ZNF814,0.006329114
DGCR6L,0.006329114
TMEM177,0.006329114
ZNF175,0.006329114
PTPN4,0.006329114
ZUFSP,0.006329114
ZNF417,0.006329114
DCP2,0.006329114
RBM45,0.006329114
CTCFL,0.006329114
HMGB1P1,0.006329114
FAM26E,0.006329114
PRLR,0.006329114
FPR1,0.006329114
ALAS2,0.006329114
INHBB,0.006329114
SPEF2,0.006329114
PFKFB1,0.006329114
GYPC,0.006329114
BRK1,0.006329114
CD164,0.006329114
TTC30A,0.006329114
WDR70,0.006329114
GDNF,0.006329114
ZNF630,0.006329114
C1QTNF7,0.006329114
ZDHHC8,0.006329114
ZNF610,0.006329114
TRMT2A,0.006329114
KIAA1919,0.006329114
ZNF528,0.006329114
STS,0.006329114
LIMS2,0.006329114
R3HDML,0.006329114
ARMC2,0.006329114
AMMECR1L,0.006329114
SAP130,0.006329114
BAG6,0.006329114
ZNF766,0.006329114
SEC13,0.006329114
ZNF586,0.006329114
RANBP3L,0.006329114
SLC6A1,0.006329114
BIN1,0.006329114
RPF2,0.006329114
GTF3C6,0.006329114
CYB561D2,0.006329114
ZNF616,0.006329114
ZNF552,0.006329114
ZNF836,0.006329114
SLC22A16,0.006329114
DDO,0.006329114
METTL24,0.006329114
PPP2R1A,0.006329114
WASF1,0.006329114
BMP7,0.006329114
LRRFIP1,0.006329114
ZNF418,0.006329114
RFX6,0.006329114
TMEM40,0.006329114
VARS2,0.006329114
KLF8,0.006329114
OR11H1,0.006329114
STX16,0.006329114
SFTA2,0.006329114
ARSE,0.006329114
LSP1P3,0.006329114
CDH6,0.006329114
PAGE2,0.006329114
ARSH,0.006329114
SIGLEC7,0.006329114
SOGA3,0.006329114
ARSF,0.006329114
DGCR2,0.006329114
PPARG,0.006329114
SGK2,0.006329114
RP1-138B7.5,0.006329114
SIGLEC9,0.006329114
ZNF8,0.006329114
DDR1,0.006329114
MDC1,0.006329114
KLK10,0.006329114
TIMP1,0.006329114
L3MBTL1,0.006329114
KLK11,0.006329114
ZSCAN22,0.006329114
ARG1,0.006329114
ATG12,0.006329114
KLK12,0.006329114
EPB41L2,0.006329114
KLK13,0.006329114
UBQLN2,0.006329114
SAMD3,0.006329114
RPL32,0.006329114
PAX8,0.006329114
RNF146,0.006329114
CD33,0.006329114
SIGLECL1,0.006329114
TOX2,0.006329114
HSF2,0.006329114
PMEPA1,0.006329114
ZSCAN1,0.006329114
ACE2,0.006329114
ASF1A,0.006329114
C1QL2,0.006329114
CPEB2,0.006329114
STEAP3,0.006329114
PAGE5,0.006329114
SLC35F1,0.006329114
ZBP1,0.006329114
DBI,0.006329114
DCBLD1,0.006329114
GOPC,0.006329114
TSSK1B,0.006329114
AMACR,0.006329114
TKT,0.006329114
FEM1C,0.006329114
FABP7,0.006329114
ZNF544,0.006329114
IGLON5,0.006329114
VSIG10L,0.006329114
CDSN,0.006329114
HEY2,0.006329114
SESTD1,0.006329114
NKG7,0.006329114
CTD-2066L21.3,0.006329114
PLEKHA3,0.006329114
MAGEH1,0.006329114
TARS,0.006329114
SYN2,0.006329114
SLC35F5,0.006329114
SLC45A2,0.006329114
DPP10,0.006329114
HNF4A,0.006329114
VCX,0.006329114
TMEM110,0.006329114
VN1R1,0.006329114
SALL4,0.006329114
DXO,0.006329114
GZMA,0.006329114
OGG1,0.006329114
STK19,0.006329114
C6orf165,0.006329114
TBL1X,0.006329114
AL645922.1,0.006329114
KCNG1,0.006329114
CTBP1,0.006329114
ZNF292,0.006329114
ZNF806,0.006329114
GPR39,0.006329114
CYP21A2,0.006329114
CCNO,0.006329114
DHX29,0.006329114
ESM1,0.006329114
ANKRD30BL,0.006329114
AKIRIN2,0.006329114
SKIV2L,0.006329114
SSX7,0.006329114
UBE2J1,0.006329114
GABRR2,0.006329114
GABRR1,0.006329114
PAM,0.006329114
FST,0.006329114
ZNF217,0.006329114
C2,0.006329114
PNRC1,0.006329114
ZBTB12,0.006329114
ARPC4,0.006329114
CNR1,0.006329114
SLCO6A1,0.006329114
SLCO4C1,0.006329114
NELFE,0.006329114
MTMR14,0.006329114
SLC38A9,0.006329114
FOXO3,0.006329114
ELOVL4,0.006329114
RIOK2,0.006329114
FAM46A,0.006329114
PLK2,0.006329114
SHROOM2,0.006329114
RAB3C,0.006329114
R3HDM1,0.006329114
LIX1,0.006329114
WWC3,0.006329114
SSX9,0.006329114
LCA5,0.006329114
UBXN4,0.006329114
ZNF547,0.006329114
ADNP,0.006329114
NCAPG,0.006329114
HTR1B,0.006329114
LCT,0.006329114
RGMB,0.006329114
MIER3,0.006329114
SETD9,0.006329114
GPR143,0.006329114
ZNF749,0.006329114
CHADL,0.006329114
IL31RA,0.006329114
AC016757.3,0.006329114
ANKRD55,0.006329114
MRAP2,0.006329114
CYB5R4,0.006329114
FAM174A,0.006329114
HOXD9,0.006329114
HES6,0.006329114
PRSS35,0.006329114
MIR498,0.006329114
TMEM163,0.006329114
EGFL8,0.006329114
NUDT10,0.006329114
MOCS2,0.006329114
ZNF665,0.006329114
TTLL3,0.006329114
RTFDC1,0.006329114
ZNF551,0.006329114
C6,0.006329114
BVES,0.006329114
LIN28B,0.006329114
PLCXD3,0.006329114
OXCT1,0.006329114
GCNT7,0.006329114
IDUA,0.006329114
LYRM2,0.006329114
CASS4,0.006329114
CSTF1,0.006329114
SLC25A46,0.006329114
TMEM232,0.006329114
C6orf25,0.006329114
AURKA,0.006329114
ZNF320,0.006329114
ABHD16A,0.006329114
C7,0.006329114
CARD6,0.006329114
RPL37,0.006329114
LACE1,0.006329114
ZNF701,0.006329114
NR2E1,0.006329114
FANCD2,0.006329114
OSTM1,0.006329114
SEC63,0.006329114
SCML4,0.006329114
SOBP,0.006329114
FAM209B,0.006329114
LY6G5B,0.006329114
PTGER4,0.006329114
QRSL1,0.006329114
TTC33,0.006329114
PNPLA4,0.006329114
RTN4IP1,0.006329114
ASCC3,0.006329114
SIM1,0.006329114
ZNF530,0.006329114
CTD-2374C24.1,0.006329114
PLEKHB2,0.006329114
IL17RE,0.006329114
UFL1,0.006329114
AC073869.1,0.006329114
AC073869.20,0.006329114
EPHA7,0.006329114
CYP24A1,0.006329114
JAGN1,0.006329114
HOXD1,0.006329114
C5orf30,0.006329114
ZNF773,0.006329114
ZNF419,0.006329114
CCDC74A,0.006329114
KCNIP4,0.006329114
NEU1,0.006329114
KLHL30,0.006329114
FGF10,0.006329114
PRDM13,0.006329114
IL17RC,0.006329114
ANXA2R,0.006329114
DDAH2,0.006329114
ZNF816,0.006329114
GBA3,0.006329114
TUBA3E,0.006329114
SCLY,0.006329114
ZIK1,0.006329114
DOK5,0.006329114
KDM5C,0.006329114
FAXC,0.006329114
ZNF416,0.006329114
TSPYL2,0.006329114
GPR148,0.006329114
FGFRL1,0.006329114
FBXL17,0.006329114
SLC23A2,0.006329114
KIAA0922,0.006329114
USP38,0.006329114
FZD5,0.006329114
RNF44,0.006329114
CCDC116,0.006329114
YDJC,0.006329114
PELI1,0.006329114
IMPDH1,0.006329114
PRRT4,0.006329114
PCDHGC3,0.006329114
TTC3,0.006329114
PNO1,0.006329114
CNOT6L,0.006329114
MRPL1,0.006329114
SERTAD2,0.006329114
ZCCHC18,0.006329114
PRSS42,0.006329114
WDR19,0.006329114
BMP2K,0.006329114
PCDHGC5,0.006329114
FAM71F2,0.006329114
DIAPH1,0.006329114
CALU,0.006329114
CRYGA,0.006329114
CXorf58,0.006329114
SOWAHB,0.006329114
RBM42,0.006329114
COX6B1,0.006329114
UPK1A,0.006329114
NRK,0.006329114
HES1,0.006329114
ATP6V1F,0.006329114
CST9,0.006329114
SLC38A3,0.006329114
ESX1,0.006329114
AC016734.2,0.006329114
PTH1R,0.006329114
U2AF1L4,0.006329114
PIGP,0.006329114
NAA11,0.006329114
PNPLA3,0.006329114
PARVB,0.006329114
UNC5A,0.006329114
ETAA1,0.006329114
SLC13A1,0.006329114
MAGEB16,0.006329114
TAS2R16,0.006329114
THAP8,0.006329114
CBR1,0.006329114
ALS2CL,0.006329114
WDR62,0.006329114
PCDHGA11,0.006329114
POLR2I,0.006329114
AASS,0.006329114
LIN54,0.006329114
FAM3C,0.006329114
COPS4,0.006329114
CLIP3,0.006329114
MORC3,0.006329114
SNCB,0.006329114
WASL,0.006329114
HLCS,0.006329114
FGF5,0.006329114
H2BFWT,0.006329114
SAMM50,0.006329114
CST11,0.006329114
BMP3,0.006329114
POT1,0.006329114
PRKG2,0.006329114
GPR37,0.006329114
TSPAN17,0.006329114
HCST,0.006329114
HNRNPD,0.006329114
LRFN3,0.006329114
CHAF1B,0.006329114
SYNE4,0.006329114
CST5,0.006329114
GGTLC1,0.006329114
UBE2H,0.006329114
WRB,0.006329114
VRK2,0.006329114
CREB3L2,0.006329114
FANCL,0.006329114
PTN,0.006329114
STK10,0.006329114
PTPN23,0.006329114
FAM134A,0.006329114
MTPN,0.006329114
FAM180A,0.006329114
UBTD2,0.006329114
REL,0.006329114
NUP205,0.006329114
RPP14,0.006329114
ZFAND2B,0.006329114
NEURL1B,0.006329114
TRIM24,0.006329114
ATP6V0A4,0.006329114
ERGIC1,0.006329114
NANP,0.006329114
MKRN1,0.006329114
PRELID2,0.006329114
MX2,0.006329114
KCNMB1,0.006329114
ZNF181,0.006329114
KLRG2,0.006329114
PPBPP2,0.006329114
ZNF30,0.006329114
KCTD16,0.006329114
GK,0.006329114
UBN2,0.006329114
YIPF5,0.006329114
ACADL,0.006329114
RBM5,0.006329114
ZNF337,0.006329114
MAP1LC3A,0.006329114
PEX13,0.006329114
SDF2L1,0.006329114
BOD1,0.006329114
SCARB2,0.006329114
TAB3,0.006329114
FFAR1,0.006329114
EFCAB6,0.006329114
GLB1L,0.006329114
MEST,0.006329114
TADA2B,0.006329114
PCDH1,0.006329114
KLHL15,0.006329114
FCHSD1,0.006329114
CPA5,0.006329114
DSCR4,0.006329114
FFAR2,0.006329114
TMEM209,0.006329114
B3GNT2,0.006329114
NUP54,0.006329114
PPIL2,0.006329114
C2orf74,0.006329114
PODXL,0.006329114
SDAD1,0.006329114
ABCB6,0.006329114
AHSA2,0.006329114
ENTPD6,0.006329114
RPE,0.006329114
AKR1B15,0.006329114
XPO1,0.006329114
ART3,0.006329114
LSR,0.006329114
SLC35B4,0.006329114
LRGUK,0.006329114
ERG,0.006329114
RNF14,0.006329114
CHCHD3,0.006329114
CXorf57,0.006329114
ZNF346,0.006329114
METTL21A,0.006329114
GRXCR2,0.006329114
NDUFS1,0.006329114
CCDC140,0.006329114
FAM153C,0.006329114
NKX2-4,0.006329114
ZNF573,0.006329114
N4BP3,0.006329114
PRKRIP1,0.006329114
MIR548I2,0.006329114
ANKRD53,0.006329114
ATP13A3,0.006329114
DDX53,0.006329114
DMP1,0.006329114
ZNF645,0.006329114
MYL10,0.006329114
MEPE,0.006329114
HSP90AB3P,0.006329114
BHLHB9,0.006329114
NKX2-2,0.006329114
PCDHB14,0.006329114
GPR1,0.006329114
DSPP,0.006329114
PCDHGA4,0.006329114
DPY19L2P2,0.006329114
HKR1,0.006329114
ARMC10,0.006329114
PI4KAP2,0.006329114
FBXL13,0.006329114
PCDHGA3,0.006329114
ZNF569,0.006329114
HSD17B11,0.006329114
PAX3,0.006329114
VAX2,0.006329114
TRPC4AP,0.006329114
CCR3,0.006329114
RP11-1277A3.2,0.006329114
PCDHB15,0.006329114
GPRASP2,0.006329114
FIS1,0.006329114
DPF1,0.006329114
PYURF,0.006329114
LINC00969,0.006329114
TRIP6,0.006329114
NAA20,0.006329114
SPR,0.006329114
SPRED3,0.006329114
GIGYF1,0.006329114
GNB2,0.006329114
RASGRP4,0.006329114
SFXN5,0.006329114
RAB11FIP5,0.006329114
NAP1L5,0.006329114
MAP4K1,0.006329114
FAM13A,0.006329114
YY2,0.006329114
IFNGR2,0.006329114
PSMD8,0.006329114
MCEE,0.006329114
BLOC1S4,0.006329114
CATSPERG,0.006329114
ITSN1,0.006329114
INSM1,0.006329114
MOGAT3,0.006329114
CTB-102L5.4,0.006329114
CRYZL1,0.006329114
VGF,0.006329114
C19orf33,0.006329114
SLC2A9,0.006329114
CRNKL1,0.006329114
TRIM56,0.006329114
DONSON,0.006329114
TMEM156,0.006329114
COL23A1,0.006329114
NAGK,0.006329114
KCNK6,0.006329114
KLHL8,0.006329114
SNRPG,0.006329114
ZNF585A,0.006329114
LMAN2,0.006329114
LSG1,0.006329114
RGS14,0.006329114
MRPS18C,0.006329114
SAT1,0.006329114
LRRC2,0.006329114
AGPAT9,0.006329114
GFPT1,0.006329114
NAPB,0.006329114
F12,0.006329114
GZF1,0.006329114
NFU1,0.006329114
DES,0.006329114
IMMP2L,0.006329114
AAK1,0.006329114
C7orf66,0.006329114
HELQ,0.006329114
PRELID1,0.006329114
THAP5,0.006329114
RAB40A,0.006329114
ZNF565,0.006329114
CNRIP1,0.006329114
NAA38,0.006329114
RAB24,0.006329114
DNAJB2,0.006329114
ASZ1,0.006329114
WNT2,0.006329114
SETD4,0.006329114
ST7,0.006329114
ARHGAP25,0.006329114
ZNF146,0.006329114
COQ2,0.006329114
ZFP14,0.006329114
TFEC,0.006329114
MDFIC,0.006329114
GMPPA,0.006329114
CDS1,0.006329114
CCR1,0.006329114
COG5,0.006329114
KCNE1,0.006329114
PIK3CG,0.006329114
C2orf42,0.006329114
NAMPT,0.006329114
SYPL1,0.006329114
CD93,0.006329114
CDHR3,0.006329114
ATXN7L1,0.006329114
EFCAB10,0.006329114
RINT1,0.006329114
ZNF420,0.006329114
SRPK2,0.006329114
TIA1,0.006329114
MLC1,0.006329114
ORC5,0.006329114
ZNF829,0.006329114
GPR22,0.006329114
PNPLA8,0.006329114
DOK3,0.006329114
ANXA4,0.006329114
FAM43A,0.006329114
SNRNP27,0.006329114
XXYLT1,0.006329114
COL6A1,0.006329114
PCDHGA6,0.006329114
SLC26A3,0.006329114
PCDHGB3,0.006329114
TBC1D14,0.006329114
ZNF790,0.006329114
CCR5,0.006329114
BCAP29,0.006329114
CCR2,0.006329114
PDLIM7,0.006329114
RCAN1,0.006329114
DENND2A,0.006329114
TMPRSS2,0.006329114
NOTO,0.006329114
GEMIN6,0.006329114
CNOT8,0.006329114
TMBIM1,0.006329114
MRPL22,0.006329114
SLC6A7,0.006329114
AAMP,0.006329114
GALM,0.006329114
FAM107A,0.006329114
NHP2L1,0.006329114
HAAO,0.006329114
GALNTL5,0.006329114
MYLK2,0.006329114
PRKAG2,0.006329114
DALRD3,0.006329114
CLOCK,0.006329114
KRTAP10-4,0.006329114
NMU,0.006329114
POFUT2,0.006329114
TPRG1,0.006329114
FOXS1,0.006329114
AC016995.3,0.006329114
PHOX2B,0.006329114
CTDSP1,0.006329114
ATP6V1E1,0.006329114
CNPY1,0.006329114
PBX4,0.006329114
KRTAP10-9,0.006329114
ARSI,0.006329114
AC008060.7,0.006329114
CAMK2A,0.006329114
FIP1L1,0.006329114
HTR5A,0.006329114
LNX1,0.006329114
PAXIP1,0.006329114
LPAR2,0.006329114
ATL2,0.006329114
TIMD4,0.006329114
LUZP4,0.006329114
KRTAP10-3,0.006329114
ARX,0.006329114
KCNG3,0.006329114
AOC1,0.006329114
MED7,0.006329114
ITK,0.006329114
ZCCHC16,0.006329114
ZNF737,0.006329114
BCL2L13,0.006329114
GIMAP1,0.006329114
C21orf2,0.006329114
GIMAP2,0.006329114
BPIFA2,0.006329114
GIMAP6,0.006329114
CYFIP2,0.006329114
GIMAP7,0.006329114
TRPC5,0.006329114
LHFPL1,0.006329114
AC078899.1,0.006329114
HAVCR1,0.006329114
ABCB8,0.006329114
LRCH2,0.006329114
CEP135,0.006329114
KIAA1211,0.006329114
ASB10,0.006329114
GBX1,0.006329114
APBB2,0.006329114
P4HTM,0.006329114
KCTD6,0.006329114
FASTK,0.006329114
GPR78,0.006329114
TSPEAR,0.006329114
CYP27A1,0.006329114
SLC26A2,0.006329114
CPZ,0.006329114
HOPX,0.006329114
SHH,0.006329114
YJEFN3,0.006329114
SLC6A14,0.006329114
DEFB107A,0.006329114
SLC36A1,0.006329114
COX7B2,0.006329114
RP11-410N8.4,0.006329114
TNFRSF13C,0.006329114
SPARC,0.006329114
DDX49,0.006329114
TCTA,0.006329114
DEFB106B,0.006329114
RNF25,0.006329114
ARMC6,0.006329114
CORIN,0.006329114
TMEM161A,0.006329114
DEFA5,0.006329114
TM9SF4,0.006329114
DEFA3,0.006329114
SLC36A2,0.006329114
BCS1L,0.006329114
3-Sep,0.006329114
RTP1,0.006329114
GPX3,0.006329114
SHISA3,0.006329114
AMIGO3,0.006329114
TNIP1,0.006329114
SGK223,0.006329114
ANXA6,0.006329114
MST1,0.006329114
GM2A,0.006329114
C19orf60,0.006329114
TMEM59L,0.006329114
KLHL26,0.006329114
KCTD8,0.006329114
YIPF7,0.006329114
YIPF4,0.006329114
DEFB104A,0.006329114
DNMT3B,0.006329114
USP4,0.006329114
HAND1,0.006329114
TDRP,0.006329114
MAU2,0.006329114
STRN,0.006329114
OCIAD2,0.006329114
CWH43,0.006329114
RTP2,0.006329114
SULT6B1,0.006329114
BCL6,0.006329114
NDUFAF7,0.006329114
PRKD3,0.006329114
STK36,0.006329114
LRRC66,0.006329114
XKR7,0.006329114
MNX1,0.006329114
TCOF1,0.006329114
NDUFA13,0.006329114
GALNT10,0.006329114
TM6SF2,0.006329114
DEFB1,0.006329114
ZAR1,0.006329114
XKR5,0.006329114
AGPAT5,0.006329114
ANGPT2,0.006329114
MCPH1,0.006329114
FEZ2,0.006329114
TRMT44,0.006329114
MYOM2,0.006329114
SYNPO,0.006329114
ARHGEF10,0.006329114
NDST1,0.006329114
CLN8,0.006329114
MFAP3,0.006329114
CCDC36,0.006329114
NR2C2AP,0.006329114
NCAN,0.006329114
ZNF775,0.006329114
ZNF66,0.006329114
SH3RF2,0.006329114
AMBN,0.006329114
SPINK14,0.006329114
ATG4A,0.006329114
POP4,0.006329114
PLEKHF1,0.006329114
PDS5A,0.006329114
SPINK5,0.006329114
AMTN,0.006329114
PRSS1,0.006329114
THADA,0.006329114
XRCC5,0.006329114
UBASH3A,0.006329114
MAGEB4,0.006329114
TMPRSS3,0.006329114
TSHZ3,0.006329114
PECR,0.006329114
CHAC2,0.006329114
SLC37A1,0.006329114
COL4A6,0.006329114
STON1-GTF2A1L,0.006329114
FGF12,0.006329114
NECAB3,0.006329114
C20orf144,0.006329114
TAS2R39,0.006329114
PKNOX1,0.006329114
IGFBP5,0.006329114
DEFB119,0.006329114
FBXW12,0.006329114
ADSL,0.006329114
FOXN2,0.006329114
SMR3A,0.006329114
ACTL10,0.006329114
E2F1,0.006329114
PPP1R21,0.006329114
SMARCAL1,0.006329114
4-Mar,0.006329114
ZNF341,0.006329114
RUFY3,0.006329114
JAKMIP2,0.006329114
C2orf73,0.006329114
OR9A4,0.006329114
VWC2L,0.006329114
RPS27A,0.006329114
MTIF2,0.006329114
PEPD,0.006329114
SPAG16,0.006329114
AHCY,0.006329114
AFM,0.006329114
SLC23A3,0.006329114
PRPS1,0.006329114
MB21D2,0.006329114
COL18A1-AS1,0.006329114
ITCH,0.006329114
FOXI1,0.006329114
C2CD2,0.006329114
ANKRD17,0.006329114
ABCG1,0.006329114
TEX13B,0.006329114
CAMP,0.006329114
ATIC,0.006329114
GRSF1,0.006329114
RGS9BP,0.006329114
RARS,0.006329114
TDRD12,0.006329114
DCK,0.006329114
TFF3,0.006329114
CEP89,0.006329114
EIF2S2,0.006329114
PSME4,0.006329114
GPATCH1,0.006329114
PSAPL1,0.006329114
WDR88,0.006329114
GC,0.006329114
UBE2K,0.006329114
PTTG1,0.006329114
TNP1,0.006329114
MAGEB2,0.006329114
ZNF786,0.006329114
EZH2,0.006329114
CTD-2561J22.2,0.006329114
ZNF493,0.006329114
TMPRSS11D,0.006329114
CCDC50,0.006329114
ZNF429,0.006329114
SH3TC1,0.006329114
TMPRSS11A,0.006329114
COX4I2,0.006329114
ID1,0.006329114
TPK1,0.006329114
PDK3,0.006329114
NOBOX,0.006329114
SRBD1,0.006329114
RUFY4,0.006329114
CBY1,0.006329114
CAMKMT,0.006329114
ZNF43,0.006329114
SGSM3,0.006329114
AIRE,0.006329114
ZNF430,0.006329114
RRP7A,0.006329114
ZNF714,0.006329114
ZNF467,0.006329114
RHOH,0.006329114
KRBA1,0.006329114
ABCG8,0.006329114
FNDC9,0.006329114
MIR143,0.006329114
ZNF783,0.006329114
POLA1,0.006329114
PMM1,0.006329114
BPIFA1,0.006329114
C21orf33,0.006329114
EBF1,0.006329114
EPAS1,0.006329114
CSN1S1,0.006329114
MCFD2,0.006329114
RP11-61L23.2,0.006329114
CTAGE15,0.006329114
TTC7A,0.006329114
TAS2R60,0.006329114
TTC1,0.006329114
ACSL4,0.006329114
PWWP2A,0.006329114
UGT2A1,0.006329114
CSTB,0.006329114
CCDC51,0.006329114
FAM131B,0.006329114
CBFA2T2,0.006329114
ZNF724P,0.006329114
RRP1B,0.006329114
CCNJL,0.006329114
UGT2B28,0.006329114
SOCS5,0.006329114
ZNF257,0.006329114
UGT2B11,0.006329114
ABLIM2,0.006329114
RP11-747H12.1,0.006329114
YTHDC1,0.006329114
ARHGEF35,0.006329114
CTAGE4,0.006329114
TMPRSS11E,0.006329114
UGT2B17,0.006329114
RRP1,0.006329114
RGAG1,0.006329114
ARFGAP3,0.006329114
UGT2A3,0.006329114
ADRA1B,0.006329114
OR2A25,0.006329114
ATRIP,0.006329114
HTR4,0.006329114
MCHR1,0.006329114
LHFPL3,0.006329114
REG1B,0.006329114
LY86,0.006329114
CYP2S1,0.006329114
PHF5A,0.006329114
MDH2,0.006329114
STYXL1,0.006329114
AXL,0.006329114
POR,0.006329114
RREB1,0.006329114
POC1A,0.006329114
SSR1,0.006329114
PPP2R2C,0.006329114
TCTEX1D2,0.006329114
PKDREJ,0.006329114
TRIM73,0.006329114
TLR10,0.006329114
KRTAP26-1,0.006329114
FUNDC2P2,0.006329114
SP100,0.006329114
RBM39,0.006329114
CASP8,0.006329114
KRTAP13-2,0.006329114
HSPB1,0.006329114
FARS2,0.006329114
CYP2F1,0.006329114
LYRM4,0.006329114
CYP2A13,0.006329114
KRTAP13-3,0.006329114
